DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level
DDInter762,Flurazepam,DDInter454,Cyclobenzaprine,Moderate
DDInter454,Cyclobenzaprine,DDInter819,Ginkgo biloba,Moderate
DDInter454,Cyclobenzaprine,DDInter821,Givosiran,Moderate
DDInter454,Cyclobenzaprine,DDInter833,Glycerol phenylbutyrate,Moderate
DDInter454,Cyclobenzaprine,DDInter835,Glycopyrronium (topical),Moderate
DDInter842,Grepafloxacin,DDInter454,Cyclobenzaprine,Moderate
DDInter454,Cyclobenzaprine,DDInter846,Guanethidine,Moderate
DDInter850,Halazepam,DDInter454,Cyclobenzaprine,Moderate
DDInter853,Haloperidol,DDInter454,Cyclobenzaprine,Moderate
DDInter454,Cyclobenzaprine,DDInter532,Diamorphine,Moderate
DDInter890,Hydromorphone,DDInter454,Cyclobenzaprine,Major
DDInter895,Hydroxyzine,DDInter454,Cyclobenzaprine,Moderate
DDInter454,Cyclobenzaprine,DDInter906,Ifosfamide,Moderate
DDInter454,Cyclobenzaprine,DDInter907,Iloperidone,Moderate
DDInter909,Imatinib,DDInter454,Cyclobenzaprine,Moderate
DDInter912,Imipramine,DDInter454,Cyclobenzaprine,Major
DDInter454,Cyclobenzaprine,DDInter960,Iohexol,Major
DDInter454,Cyclobenzaprine,DDInter961,Iopamidol,Major
DDInter970,Ipratropium,DDInter454,Cyclobenzaprine,Moderate
DDInter971,Ipratropium (nasal),DDInter454,Cyclobenzaprine,Minor
DDInter454,Cyclobenzaprine,DDInter981,Isocarboxazid,Major
DDInter984,Isoflurophate (ophthalmic),DDInter454,Cyclobenzaprine,Moderate
DDInter454,Cyclobenzaprine,DDInter995,Itraconazole,Moderate
DDInter454,Cyclobenzaprine,DDInter1006,Kava,Moderate
DDInter454,Cyclobenzaprine,DDInter1007,Ketamine,Moderate
DDInter1013,Labetalol,DDInter454,Cyclobenzaprine,Moderate
DDInter1020,Lamotrigine,DDInter454,Cyclobenzaprine,Moderate
DDInter454,Cyclobenzaprine,DDInter1024,Lapatinib,Moderate
DDInter454,Cyclobenzaprine,DDInter1027,Lasmiditan,Major
DDInter454,Cyclobenzaprine,DDInter1032,Lefamulin,Moderate
DDInter454,Cyclobenzaprine,DDInter1034,Lemborexant,Moderate
DDInter454,Cyclobenzaprine,DDInter1045,Levamlodipine,Moderate
DDInter454,Cyclobenzaprine,DDInter1046,Levetiracetam,Moderate
DDInter454,Cyclobenzaprine,DDInter1053,Levocetirizine,Moderate
DDInter454,Cyclobenzaprine,DDInter1043,Levacetylmethadol,Major
DDInter454,Cyclobenzaprine,DDInter1059,Levomilnacipran,Major
DDInter1062,Levorphanol,DDInter454,Cyclobenzaprine,Major
DDInter1072,Lindane,DDInter454,Cyclobenzaprine,Moderate
DDInter1073,Linezolid,DDInter454,Cyclobenzaprine,Major
DDInter454,Cyclobenzaprine,DDInter1081,Lithium carbonate,Moderate
DDInter454,Cyclobenzaprine,DDInter1083,Lofexidine,Moderate
DDInter1092,Lorazepam,DDInter454,Cyclobenzaprine,Moderate
DDInter454,Cyclobenzaprine,DDInter1094,Lorlatinib,Moderate
DDInter1099,Loxapine,DDInter454,Cyclobenzaprine,Moderate
DDInter454,Cyclobenzaprine,DDInter1102,Lumateperone,Moderate
DDInter454,Cyclobenzaprine,DDInter1104,Lurasidone,Moderate
DDInter454,Cyclobenzaprine,DDInter1124,Maprotiline,Moderate
DDInter1134,Meclizine,DDInter454,Cyclobenzaprine,Moderate
DDInter454,Cyclobenzaprine,DDInter1146,Memantine,Moderate
DDInter454,Cyclobenzaprine,DDInter1149,Mepenzolate,Moderate
DDInter1150,Meperidine,DDInter454,Cyclobenzaprine,Major
DDInter1152,Mephenytoin,DDInter454,Cyclobenzaprine,Moderate
DDInter1190,Methylphenobarbital,DDInter454,Cyclobenzaprine,Moderate
DDInter1154,Meprobamate,DDInter454,Cyclobenzaprine,Moderate
DDInter454,Cyclobenzaprine,DDInter1159,Mesoridazine,Moderate
DDInter1166,Methadone,DDInter454,Cyclobenzaprine,Major
DDInter1168,Methdilazine,DDInter454,Cyclobenzaprine,Moderate
DDInter454,Cyclobenzaprine,DDInter1175,Methotrimeprazine,Moderate
DDInter454,Cyclobenzaprine,DDInter1180,Methscopolamine,Moderate
DDInter454,Cyclobenzaprine,DDInter1181,Methsuximide,Moderate
DDInter454,Cyclobenzaprine,DDInter1197,Metoclopramide,Moderate
DDInter1200,Metoprolol,DDInter454,Cyclobenzaprine,Moderate
DDInter1205,Metyrosine,DDInter454,Cyclobenzaprine,Moderate
DDInter1212,Midazolam,DDInter454,Cyclobenzaprine,Moderate
DDInter454,Cyclobenzaprine,DDInter1220,Milnacipran,Major
DDInter1226,Minoxidil,DDInter454,Cyclobenzaprine,Moderate
DDInter1230,Mirtazapine,DDInter454,Cyclobenzaprine,Major
DDInter1236,Modafinil,DDInter454,Cyclobenzaprine,Minor
DDInter454,Cyclobenzaprine,DDInter1239,Molindone,Moderate
DDInter1245,Morphine (liposomal),DDInter454,Cyclobenzaprine,Major
DDInter1253,Nabilone,DDInter454,Cyclobenzaprine,Moderate
DDInter454,Cyclobenzaprine,DDInter1255,Nadolol,Moderate
DDInter1257,Nalbuphine,DDInter454,Cyclobenzaprine,Major
DDInter454,Cyclobenzaprine,DDInter1271,Nebivolol,Moderate
DDInter454,Cyclobenzaprine,DDInter1274,Nefazodone,Major
DDInter1285,Nevirapine,DDInter454,Cyclobenzaprine,Moderate
DDInter454,Cyclobenzaprine,DDInter1293,Nilotinib,Moderate
DDInter1295,Nimodipine,DDInter454,Cyclobenzaprine,Moderate
DDInter1316,Nortriptyline,DDInter454,Cyclobenzaprine,Major
DDInter454,Cyclobenzaprine,DDInter1319,Obeticholic acid,Moderate
DDInter1326,Olanzapine,DDInter454,Cyclobenzaprine,Moderate
DDInter454,Cyclobenzaprine,DDInter1327,Olaparib,Moderate
DDInter454,Cyclobenzaprine,DDInter1329,Oliceridine,Major
DDInter1333,Olopatadine (nasal),DDInter454,Cyclobenzaprine,Moderate
DDInter454,Cyclobenzaprine,DDInter1343,Opicapone,Moderate
DDInter454,Cyclobenzaprine,DDInter1344,Opium,Moderate
DDInter454,Cyclobenzaprine,DDInter1349,Orphenadrine,Moderate
DDInter454,Cyclobenzaprine,DDInter1351,Osilodrostat,Moderate
DDInter454,Cyclobenzaprine,DDInter1352,Osimertinib,Moderate
DDInter1359,Oxazepam,DDInter454,Cyclobenzaprine,Moderate
DDInter1360,Oxcarbazepine,DDInter454,Cyclobenzaprine,Moderate
DDInter454,Cyclobenzaprine,DDInter1365,Oxybutynin,Moderate
DDInter1366,Oxycodone,DDInter454,Cyclobenzaprine,Major
DDInter454,Cyclobenzaprine,DDInter1372,Oxymorphone,Major
DDInter454,Cyclobenzaprine,DDInter1376,Ozanimod,Major
DDInter454,Cyclobenzaprine,DDInter1381,Paliperidone,Moderate
DDInter454,Cyclobenzaprine,DDInter1391,Paraldehyde,Moderate
DDInter1392,Paramethadione,DDInter454,Cyclobenzaprine,Moderate
DDInter1397,Paroxetine,DDInter454,Cyclobenzaprine,Major
DDInter454,Cyclobenzaprine,DDInter1417,Penbutolol,Moderate
DDInter1421,Pentazocine,DDInter454,Cyclobenzaprine,Major
DDInter1423,Pentobarbital,DDInter454,Cyclobenzaprine,Moderate
DDInter454,Cyclobenzaprine,DDInter1428,Perampanel,Moderate
DDInter454,Cyclobenzaprine,DDInter1430,Pergolide,Moderate
DDInter1432,Perphenazine,DDInter454,Cyclobenzaprine,Moderate
DDInter454,Cyclobenzaprine,DDInter1437,Phenacemide,Moderate
DDInter1440,Phenelzine,DDInter454,Cyclobenzaprine,Major
DDInter454,Cyclobenzaprine,DDInter1441,Phenindamine,Moderate
DDInter1446,Phensuximide,DDInter454,Cyclobenzaprine,Moderate
DDInter1460,Phenytoin,DDInter454,Cyclobenzaprine,Moderate
DDInter454,Cyclobenzaprine,DDInter1462,Physostigmine,Moderate
DDInter454,Cyclobenzaprine,DDInter1463,Physostigmine (ophthalmic),Moderate
DDInter454,Cyclobenzaprine,DDInter1466,Pilocarpine (ophthalmic),Moderate
DDInter454,Cyclobenzaprine,DDInter1470,Pimozide,Moderate
DDInter454,Cyclobenzaprine,DDInter1471,Pindolol,Moderate
DDInter1497,Potassium chloride,DDInter454,Cyclobenzaprine,Major
DDInter1505,Pramipexole,DDInter454,Cyclobenzaprine,Moderate
DDInter1516,Pregabalin,DDInter454,Cyclobenzaprine,Moderate
DDInter1521,Primidone,DDInter454,Cyclobenzaprine,Moderate
DDInter454,Cyclobenzaprine,DDInter1526,Procarbazine,Major
DDInter1528,Procyclidine,DDInter454,Cyclobenzaprine,Moderate
DDInter1532,Promazine,DDInter454,Cyclobenzaprine,Moderate
DDInter454,Cyclobenzaprine,DDInter1533,Promethazine,Moderate
DDInter1535,Propantheline,DDInter454,Cyclobenzaprine,Moderate
DDInter1537,Propiomazine,DDInter454,Cyclobenzaprine,Moderate
DDInter528,Dextropropoxyphene,DDInter454,Cyclobenzaprine,Major
DDInter1539,Propranolol,DDInter454,Cyclobenzaprine,Moderate
DDInter1543,Protriptyline,DDInter454,Cyclobenzaprine,Major
DDInter454,Cyclobenzaprine,DDInter1552,Quazepam,Moderate
DDInter454,Cyclobenzaprine,DDInter1553,Quetiapine,Moderate
DDInter454,Cyclobenzaprine,DDInter1564,Ramelteon,Moderate
DDInter454,Cyclobenzaprine,DDInter1572,Rasagiline,Major
DDInter1579,Remifentanil,DDInter454,Cyclobenzaprine,Major
DDInter454,Cyclobenzaprine,DDInter1580,Remimazolam,Moderate
DDInter1582,Reserpine,DDInter454,Cyclobenzaprine,Moderate
DDInter454,Cyclobenzaprine,DDInter1586,Revefenacin,Moderate
DDInter454,Cyclobenzaprine,DDInter1588,Ribociclib,Moderate
DDInter226,Botulinum Toxin Type B,DDInter454,Cyclobenzaprine,Moderate
DDInter1605,Risperidone,DDInter454,Cyclobenzaprine,Moderate
DDInter454,Cyclobenzaprine,DDInter1610,Rivastigmine,Moderate
DDInter1619,Ropinirole,DDInter454,Cyclobenzaprine,Moderate
DDInter454,Cyclobenzaprine,DDInter1624,Rotigotine,Moderate
DDInter454,Cyclobenzaprine,DDInter1626,Rucaparib,Moderate
DDInter454,Cyclobenzaprine,DDInter1627,Rufinamide,Moderate
DDInter454,Cyclobenzaprine,DDInter1631,Safinamide,Major
DDInter1647,Scopolamine,DDInter454,Cyclobenzaprine,Moderate
DDInter1650,Secobarbital,DDInter454,Cyclobenzaprine,Moderate
DDInter454,Cyclobenzaprine,DDInter1653,Selegiline,Major
DDInter454,Cyclobenzaprine,DDInter1662,Sertraline,Major
DDInter454,Cyclobenzaprine,DDInter1665,Sibutramine,Moderate
DDInter454,Cyclobenzaprine,DDInter1667,Silodosin,Moderate
DDInter1678,Sirolimus,DDInter454,Cyclobenzaprine,Moderate
DDInter454,Cyclobenzaprine,DDInter1690,Sodium oxybate,Major
DDInter454,Cyclobenzaprine,DDInter1696,Solifenacin,Moderate
DDInter1704,Sotalol,DDInter454,Cyclobenzaprine,Moderate
DDInter454,Cyclobenzaprine,DDInter1708,St. John's Wort,Major
DDInter454,Cyclobenzaprine,DDInter1711,Stiripentol,Moderate
DDInter1718,Sufentanil,DDInter454,Cyclobenzaprine,Major
DDInter454,Cyclobenzaprine,DDInter1733,Suvorexant,Moderate
DDInter1734,Tacrine,DDInter454,Cyclobenzaprine,Moderate
DDInter1735,Tacrolimus,DDInter454,Cyclobenzaprine,Moderate
DDInter1745,Tamsulosin,DDInter454,Cyclobenzaprine,Moderate
DDInter454,Cyclobenzaprine,DDInter1746,Tapentadol,Major
DDInter454,Cyclobenzaprine,DDInter1747,Tasimelteon,Moderate
DDInter454,Cyclobenzaprine,DDInter1759,Telmisartan,Moderate
DDInter1761,Temazepam,DDInter454,Cyclobenzaprine,Moderate
DDInter454,Cyclobenzaprine,DDInter1763,Temsirolimus,Moderate
DDInter454,Cyclobenzaprine,DDInter1771,Teriflunomide,Moderate
DDInter454,Cyclobenzaprine,DDInter1778,Tetrabenazine,Moderate
DDInter454,Cyclobenzaprine,DDInter1789,Thalidomide,Moderate
DDInter1793,Thiethylperazine,DDInter454,Cyclobenzaprine,Moderate
DDInter1795,Thiopental,DDInter454,Cyclobenzaprine,Moderate
DDInter1796,Thioridazine,DDInter454,Cyclobenzaprine,Moderate
DDInter454,Cyclobenzaprine,DDInter1798,Thiothixene,Moderate
DDInter1801,Tiagabine,DDInter454,Cyclobenzaprine,Moderate
DDInter454,Cyclobenzaprine,DDInter1815,Tiotropium,Moderate
DDInter1821,Tizanidine,DDInter454,Cyclobenzaprine,Moderate
DDInter1829,Tolcapone,DDInter454,Cyclobenzaprine,Moderate
DDInter454,Cyclobenzaprine,DDInter1832,Tolterodine,Moderate
DDInter1834,Topiramate,DDInter454,Cyclobenzaprine,Major
DDInter1845,Tranylcypromine,DDInter454,Cyclobenzaprine,Major
DDInter1851,Trazodone,DDInter454,Cyclobenzaprine,Major
DDInter1860,Triazolam,DDInter454,Cyclobenzaprine,Moderate
DDInter454,Cyclobenzaprine,DDInter1861,Trichlormethiazide,Moderate
DDInter1866,Trifluoperazine,DDInter454,Cyclobenzaprine,Moderate
DDInter1867,Triflupromazine,DDInter454,Cyclobenzaprine,Moderate
DDInter1870,Trihexyphenidyl,DDInter454,Cyclobenzaprine,Moderate
DDInter454,Cyclobenzaprine,DDInter45,Alimemazine,Moderate
DDInter1871,Trimethadione,DDInter454,Cyclobenzaprine,Moderate
DDInter1873,Trimethobenzamide,DDInter454,Cyclobenzaprine,Moderate
DDInter1876,Trimipramine,DDInter454,Cyclobenzaprine,Major
DDInter1878,Tripelennamine,DDInter454,Cyclobenzaprine,Moderate
DDInter1879,Triprolidine,DDInter454,Cyclobenzaprine,Moderate
DDInter1886,Trospium,DDInter454,Cyclobenzaprine,Moderate
DDInter1888,Tryptophan,DDInter454,Cyclobenzaprine,Major
DDInter454,Cyclobenzaprine,DDInter1899,Umeclidinium,Moderate
DDInter454,Cyclobenzaprine,DDInter1909,Valbenazine,Moderate
DDInter454,Cyclobenzaprine,DDInter1911,Valerian,Moderate
DDInter454,Cyclobenzaprine,DDInter1925,Vemurafenib,Moderate
DDInter1927,Venlafaxine,DDInter454,Cyclobenzaprine,Major
DDInter454,Cyclobenzaprine,DDInter1933,Vigabatrin,Moderate
DDInter454,Cyclobenzaprine,DDInter1935,Vilazodone,Major
DDInter1946,Voriconazole,DDInter454,Cyclobenzaprine,Moderate
DDInter454,Cyclobenzaprine,DDInter1948,Vortioxetine,Major
DDInter454,Cyclobenzaprine,DDInter1957,Zaleplon,Moderate
DDInter454,Cyclobenzaprine,DDInter1960,Ziconotide,Moderate
DDInter1967,Ziprasidone,DDInter454,Cyclobenzaprine,Moderate
DDInter1970,Zolpidem,DDInter454,Cyclobenzaprine,Moderate
DDInter1971,Zonisamide,DDInter454,Cyclobenzaprine,Major
DDInter1455,Phenylephrine (ophthalmic),DDInter1349,Orphenadrine,Moderate
DDInter456,Cyclophosphamide,DDInter135,Atracurium,Moderate
DDInter456,Cyclophosphamide,DDInter500,Denosumab,Moderate
DDInter921,Indomethacin,DDInter456,Cyclophosphamide,Minor
DDInter456,Cyclophosphamide,DDInter1235,Mivacurium,Moderate
DDInter456,Cyclophosphamide,DDInter1385,Pancuronium,Moderate
DDInter456,Cyclophosphamide,DDInter1612,Rocuronium,Moderate
DDInter1716,Succinylcholine,DDInter456,Cyclophosphamide,Moderate
DDInter456,Cyclophosphamide,DDInter1922,Vecuronium,Moderate
DDInter1716,Succinylcholine,DDInter457,Cycloserine,Moderate
DDInter458,Cyclosporine,DDInter135,Atracurium,Moderate
DDInter458,Cyclosporine,DDInter500,Denosumab,Moderate
DDInter458,Cyclosporine,DDInter590,Doxacurium,Moderate
DDInter458,Cyclosporine,DDInter676,Esomeprazole,Moderate
DDInter458,Cyclosporine,DDInter698,Etidronic acid,Moderate
DDInter458,Cyclosporine,DDInter699,Etodolac,Moderate
DDInter458,Cyclosporine,DDInter721,Fenoprofen,Moderate
DDInter458,Cyclosporine,DDInter763,Flurbiprofen,Moderate
DDInter458,Cyclosporine,DDInter921,Indomethacin,Moderate
DDInter458,Cyclosporine,DDInter1009,Ketoprofen,Moderate
DDInter458,Cyclosporine,DDInter1038,Lesinurad,Moderate
DDInter458,Cyclosporine,DDInter1135,Meclofenamic acid,Moderate
DDInter458,Cyclosporine,DDInter1139,Mefenamic acid,Moderate
DDInter458,Cyclosporine,DDInter1143,Meloxicam,Moderate
DDInter458,Cyclosporine,DDInter1235,Mivacurium,Moderate
DDInter458,Cyclosporine,DDInter1254,Nabumetone,Moderate
DDInter458,Cyclosporine,DDInter1266,Naproxen,Moderate
DDInter458,Cyclosporine,DDInter1358,Oxaprozin,Moderate
DDInter458,Cyclosporine,DDInter1383,Pamidronic acid,Moderate
DDInter458,Cyclosporine,DDInter1385,Pancuronium,Moderate
DDInter458,Cyclosporine,DDInter1451,Phenylbutazone,Moderate
DDInter458,Cyclosporine,DDInter1473,Pipecuronium,Moderate
DDInter458,Cyclosporine,DDInter1478,Piroxicam,Moderate
DDInter458,Cyclosporine,DDInter1557,Quinine,Moderate
DDInter458,Cyclosporine,DDInter1612,Rocuronium,Moderate
DDInter458,Cyclosporine,DDInter1613,Rofecoxib,Moderate
DDInter458,Cyclosporine,DDInter1716,Succinylcholine,Moderate
DDInter458,Cyclosporine,DDInter1726,Sulfinpyrazone,Moderate
DDInter458,Cyclosporine,DDInter1729,Sulindac,Moderate
DDInter458,Cyclosporine,DDInter1831,Tolmetin,Moderate
DDInter458,Cyclosporine,DDInter1890,Tubocurarine,Moderate
DDInter458,Cyclosporine,DDInter1910,Valdecoxib,Moderate
DDInter458,Cyclosporine,DDInter1922,Vecuronium,Moderate
DDInter458,Cyclosporine,DDInter1968,Zoledronic acid,Moderate
DDInter533,Diatrizoate,DDInter698,Etidronic acid,Major
DDInter533,Diatrizoate,DDInter699,Etodolac,Major
DDInter533,Diatrizoate,DDInter721,Fenoprofen,Major
DDInter533,Diatrizoate,DDInter763,Flurbiprofen,Major
DDInter533,Diatrizoate,DDInter921,Indomethacin,Major
DDInter533,Diatrizoate,DDInter1009,Ketoprofen,Major
DDInter533,Diatrizoate,DDInter1135,Meclofenamic acid,Major
DDInter533,Diatrizoate,DDInter1139,Mefenamic acid,Major
DDInter533,Diatrizoate,DDInter1143,Meloxicam,Major
DDInter533,Diatrizoate,DDInter1254,Nabumetone,Major
DDInter533,Diatrizoate,DDInter1266,Naproxen,Major
DDInter533,Diatrizoate,DDInter1358,Oxaprozin,Major
DDInter533,Diatrizoate,DDInter1383,Pamidronic acid,Major
DDInter533,Diatrizoate,DDInter1419,Penicillamine,Major
DDInter533,Diatrizoate,DDInter1451,Phenylbutazone,Major
DDInter533,Diatrizoate,DDInter1478,Piroxicam,Major
DDInter533,Diatrizoate,DDInter1613,Rofecoxib,Major
DDInter533,Diatrizoate,DDInter1729,Sulindac,Major
DDInter533,Diatrizoate,DDInter1831,Tolmetin,Major
DDInter533,Diatrizoate,DDInter1910,Valdecoxib,Major
DDInter533,Diatrizoate,DDInter1968,Zoledronic acid,Major
DDInter698,Etidronic acid,DDInter870,Human cytomegalovirus immune globulin,Major
DDInter699,Etodolac,DDInter870,Human cytomegalovirus immune globulin,Major
DDInter721,Fenoprofen,DDInter870,Human cytomegalovirus immune globulin,Major
DDInter763,Flurbiprofen,DDInter870,Human cytomegalovirus immune globulin,Major
DDInter921,Indomethacin,DDInter870,Human cytomegalovirus immune globulin,Major
DDInter1009,Ketoprofen,DDInter870,Human cytomegalovirus immune globulin,Major
DDInter1135,Meclofenamic acid,DDInter870,Human cytomegalovirus immune globulin,Major
DDInter1139,Mefenamic acid,DDInter870,Human cytomegalovirus immune globulin,Major
DDInter1143,Meloxicam,DDInter870,Human cytomegalovirus immune globulin,Major
DDInter1254,Nabumetone,DDInter870,Human cytomegalovirus immune globulin,Major
DDInter1266,Naproxen,DDInter870,Human cytomegalovirus immune globulin,Major
DDInter1358,Oxaprozin,DDInter870,Human cytomegalovirus immune globulin,Major
DDInter1383,Pamidronic acid,DDInter870,Human cytomegalovirus immune globulin,Major
DDInter1451,Phenylbutazone,DDInter870,Human cytomegalovirus immune globulin,Major
DDInter1478,Piroxicam,DDInter870,Human cytomegalovirus immune globulin,Major
DDInter1613,Rofecoxib,DDInter870,Human cytomegalovirus immune globulin,Major
DDInter1729,Sulindac,DDInter870,Human cytomegalovirus immune globulin,Major
DDInter1831,Tolmetin,DDInter870,Human cytomegalovirus immune globulin,Major
DDInter1910,Valdecoxib,DDInter870,Human cytomegalovirus immune globulin,Major
DDInter1968,Zoledronic acid,DDInter870,Human cytomegalovirus immune globulin,Major
DDInter763,Flurbiprofen,DDInter462,Dabrafenib,Moderate
DDInter921,Indomethacin,DDInter462,Dabrafenib,Moderate
DDInter462,Dabrafenib,DDInter1038,Lesinurad,Moderate
DDInter1139,Mefenamic acid,DDInter462,Dabrafenib,Moderate
DDInter1143,Meloxicam,DDInter462,Dabrafenib,Moderate
DDInter1266,Naproxen,DDInter462,Dabrafenib,Moderate
DDInter1478,Piroxicam,DDInter462,Dabrafenib,Moderate
DDInter1557,Quinine,DDInter462,Dabrafenib,Moderate
DDInter1910,Valdecoxib,DDInter462,Dabrafenib,Moderate
DDInter676,Esomeprazole,DDInter465,Dacomitinib,Major
DDInter466,Dactinomycin,DDInter500,Denosumab,Moderate
DDInter538,Diclofenac (ophthalmic),DDInter470,Dalteparin,Moderate
DDInter699,Etodolac,DDInter470,Dalteparin,Major
DDInter721,Fenoprofen,DDInter470,Dalteparin,Major
DDInter763,Flurbiprofen,DDInter470,Dalteparin,Major
DDInter764,Flurbiprofen (ophthalmic),DDInter470,Dalteparin,Moderate
DDInter921,Indomethacin,DDInter470,Dalteparin,Major
DDInter1009,Ketoprofen,DDInter470,Dalteparin,Major
DDInter1135,Meclofenamic acid,DDInter470,Dalteparin,Major
DDInter1139,Mefenamic acid,DDInter470,Dalteparin,Major
DDInter1143,Meloxicam,DDInter470,Dalteparin,Major
DDInter1254,Nabumetone,DDInter470,Dalteparin,Major
DDInter1266,Naproxen,DDInter470,Dalteparin,Major
DDInter1358,Oxaprozin,DDInter470,Dalteparin,Major
DDInter1451,Phenylbutazone,DDInter470,Dalteparin,Major
DDInter1478,Piroxicam,DDInter470,Dalteparin,Major
DDInter1613,Rofecoxib,DDInter470,Dalteparin,Moderate
DDInter1726,Sulfinpyrazone,DDInter470,Dalteparin,Major
DDInter1729,Sulindac,DDInter470,Dalteparin,Major
DDInter1732,Suprofen (ophthalmic),DDInter470,Dalteparin,Moderate
DDInter1831,Tolmetin,DDInter470,Dalteparin,Major
DDInter1910,Valdecoxib,DDInter470,Dalteparin,Moderate
DDInter1910,Valdecoxib,DDInter472,Danazol,Moderate
DDInter82,Amoxapine,DDInter473,Dantrolene,Moderate
DDInter149,Azatadine,DDInter473,Dantrolene,Moderate
DDInter473,Dantrolene,DDInter170,Bedaquiline,Moderate
DDInter256,Butabarbital,DDInter473,Dantrolene,Moderate
DDInter473,Dantrolene,DDInter1427,Pentoxyverine,Moderate
DDInter473,Dantrolene,DDInter407,Clofedanol,Moderate
DDInter473,Dantrolene,DDInter349,Chloral hydrate,Moderate
DDInter357,Chlormezanone,DDInter473,Dantrolene,Moderate
DDInter363,Chlorpromazine,DDInter473,Dantrolene,Moderate
DDInter440,Conjugated estrogens (topical),DDInter473,Dantrolene,Major
DDInter453,Cyclizine,DDInter473,Dantrolene,Moderate
DDInter459,Cyproheptadine,DDInter473,Dantrolene,Moderate
DDInter504,Desipramine,DDInter473,Dantrolene,Moderate
DDInter473,Dantrolene,DDInter511,Desvenlafaxine,Moderate
DDInter473,Dantrolene,DDInter512,Deutetrabenazine,Moderate
DDInter517,Dexbrompheniramine,DDInter473,Dantrolene,Moderate
