DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level
DDInter48,Allopurinol,DDInter989,Isosorbide dinitrate,Unknown
DDInter1254,Nabumetone,DDInter989,Isosorbide dinitrate,Unknown
DDInter1613,Rofecoxib,DDInter989,Isosorbide dinitrate,Unknown
DDInter1478,Piroxicam,DDInter989,Isosorbide dinitrate,Unknown
DDInter1910,Valdecoxib,DDInter989,Isosorbide dinitrate,Unknown
DDInter897,Ibandronate,DDInter989,Isosorbide dinitrate,Unknown
DDInter1143,Meloxicam,DDInter989,Isosorbide dinitrate,Unknown
DDInter989,Isosorbide dinitrate,DDInter1604,Risedronic acid,Unknown
DDInter989,Isosorbide dinitrate,DDInter1358,Oxaprozin,Unknown
DDInter989,Isosorbide dinitrate,DDInter1009,Ketoprofen,Unknown
DDInter989,Isosorbide dinitrate,DDInter1559,Rabeprazole,Unknown
DDInter989,Isosorbide dinitrate,DDInter1385,Pancuronium,Unknown
DDInter989,Isosorbide dinitrate,DDInter1922,Vecuronium,Unknown
DDInter839,Goserelin,DDInter1604,Risedronic acid,Unknown
DDInter1323,Octreotide,DDInter1604,Risedronic acid,Unknown
DDInter1915,Valsartan,DDInter1604,Risedronic acid,Unknown
DDInter222,Bortezomib,DDInter1604,Risedronic acid,Unknown
DDInter1841,Tramadol,DDInter1604,Risedronic acid,Unknown
DDInter580,Dofetilide,DDInter1604,Risedronic acid,Unknown
DDInter794,Gadodiamide,DDInter1604,Risedronic acid,Unknown
DDInter1516,Pregabalin,DDInter1604,Risedronic acid,Unknown
DDInter1761,Temazepam,DDInter1604,Risedronic acid,Unknown
DDInter1834,Topiramate,DDInter1604,Risedronic acid,Unknown
DDInter11,Acarbose,DDInter1604,Risedronic acid,Unknown
DDInter1927,Venlafaxine,DDInter1604,Risedronic acid,Unknown
DDInter1849,Travoprost,DDInter1604,Risedronic acid,Unknown
DDInter132,Atomoxetine,DDInter1604,Risedronic acid,Unknown
DDInter810,Gefitinib,DDInter1604,Risedronic acid,Unknown
DDInter1809,Timolol,DDInter1604,Risedronic acid,Unknown
DDInter1382,Palonosetron,DDInter1604,Risedronic acid,Unknown
DDInter1702,Sorafenib,DDInter1604,Risedronic acid,Unknown
DDInter1968,Zoledronic acid,DDInter1604,Risedronic acid,Unknown
DDInter1621,Rosiglitazone,DDInter1604,Risedronic acid,Unknown
DDInter1707,Spironolactone,DDInter1604,Risedronic acid,Unknown
DDInter1970,Zolpidem,DDInter1604,Risedronic acid,Unknown
DDInter48,Allopurinol,DDInter1604,Risedronic acid,Unknown
DDInter1874,Trimethoprim,DDInter1604,Risedronic acid,Unknown
DDInter1929,Verteporfin,DDInter1604,Risedronic acid,Unknown
DDInter1242,Montelukast,DDInter1604,Risedronic acid,Unknown
DDInter608,Duloxetine,DDInter1604,Risedronic acid,Unknown
DDInter1035,Lenalidomide,DDInter1604,Risedronic acid,Unknown
DDInter1704,Sotalol,DDInter1604,Risedronic acid,Unknown
DDInter646,Entacapone,DDInter1604,Risedronic acid,Unknown
DDInter480,Darifenacin,DDInter1604,Risedronic acid,Unknown
DDInter1916,Vancomycin,DDInter1604,Risedronic acid,Unknown
DDInter387,Cisplatin,DDInter1604,Risedronic acid,Unknown
DDInter1843,Trandolapril,DDInter1604,Risedronic acid,Unknown
DDInter306,Caspofungin,DDInter1604,Risedronic acid,Unknown
DDInter667,Erlotinib,DDInter1604,Risedronic acid,Unknown
DDInter315,Cefdinir,DDInter1604,Risedronic acid,Unknown
DDInter1937,Vincristine,DDInter1604,Risedronic acid,Unknown
DDInter1955,Zafirlukast,DDInter1604,Risedronic acid,Unknown
DDInter223,Bosentan,DDInter1604,Risedronic acid,Unknown
DDInter1908,Valaciclovir,DDInter1604,Risedronic acid,Unknown
DDInter1018,Lactulose,DDInter1604,Risedronic acid,Unknown
DDInter1946,Voriconazole,DDInter1604,Risedronic acid,Unknown
DDInter68,Amiloride,DDInter1604,Risedronic acid,Unknown
DDInter909,Imatinib,DDInter1604,Risedronic acid,Unknown
DDInter1855,Triamcinolone,DDInter1604,Risedronic acid,Unknown
DDInter1775,Testosterone,DDInter1604,Risedronic acid,Unknown
DDInter1675,Simvastatin,DDInter1604,Risedronic acid,Unknown
DDInter1318,Nystatin,DDInter1604,Risedronic acid,Unknown
DDInter1851,Trazodone,DDInter1604,Risedronic acid,Unknown
DDInter1663,Sevelamer,DDInter1604,Risedronic acid,Unknown
DDInter1730,Sumatriptan,DDInter1604,Risedronic acid,Unknown
DDInter112,Aprepitant,DDInter1604,Risedronic acid,Unknown
DDInter1744,Tamoxifen,DDInter1604,Risedronic acid,Unknown
DDInter1951,Warfarin,DDInter1604,Risedronic acid,Unknown
DDInter1821,Tizanidine,DDInter1604,Risedronic acid,Unknown
DDInter656,Eplerenone,DDInter1604,Risedronic acid,Unknown
DDInter1745,Tamsulosin,DDInter1604,Risedronic acid,Unknown
DDInter897,Ibandronate,DDInter1604,Risedronic acid,Unknown
DDInter30,Adefovir dipivoxil,DDInter1604,Risedronic acid,Unknown
DDInter1876,Trimipramine,DDInter1604,Risedronic acid,Unknown
DDInter1269,Nateglinide,DDInter1604,Risedronic acid,Unknown
DDInter1853,Tretinoin,DDInter1604,Risedronic acid,Unknown
DDInter1170,Methimazole,DDInter1604,Risedronic acid,Unknown
DDInter1332,Olopatadine,DDInter1604,Risedronic acid,Unknown
DDInter1360,Oxcarbazepine,DDInter1604,Risedronic acid,Unknown
DDInter1431,Perindopril,DDInter1604,Risedronic acid,Unknown
DDInter1725,Sulfasalazine,DDInter1604,Risedronic acid,Unknown
DDInter1736,Tadalafil,DDInter1604,Risedronic acid,Unknown
DDInter1762,Temozolomide,DDInter1604,Risedronic acid,Unknown
DDInter1768,Terbinafine,DDInter1604,Risedronic acid,Unknown
DDInter1735,Tacrolimus,DDInter1604,Risedronic acid,Unknown
DDInter1604,Risedronic acid,DDInter1860,Triazolam,Unknown
DDInter1604,Risedronic acid,DDInter207,Bimatoprost,Unknown
DDInter1604,Risedronic acid,DDInter1801,Tiagabine,Unknown
DDInter1604,Risedronic acid,DDInter1971,Zonisamide,Unknown
DDInter1604,Risedronic acid,DDInter1394,Paricalcitol,Unknown
DDInter1604,Risedronic acid,DDInter49,Almotriptan,Unknown
DDInter1604,Risedronic acid,DDInter1231,Misoprostol,Unknown
DDInter1604,Risedronic acid,DDInter789,Fulvestrant,Unknown
DDInter1604,Risedronic acid,DDInter298,Carboplatin,Unknown
DDInter1604,Risedronic acid,DDInter1957,Zaleplon,Unknown
DDInter1604,Risedronic acid,DDInter1759,Telmisartan,Unknown
DDInter1604,Risedronic acid,DDInter506,Desloratadine,Unknown
DDInter1604,Risedronic acid,DDInter1655,Selenium Sulfide,Unknown
DDInter1604,Risedronic acid,DDInter707,Ezetimibe,Unknown
DDInter1604,Risedronic acid,DDInter1758,Telithromycin,Unknown
DDInter1604,Risedronic acid,DDInter705,Exemestane,Unknown
DDInter1604,Risedronic acid,DDInter139,Auranofin,Unknown
DDInter1604,Risedronic acid,DDInter449,Cromoglicic acid,Unknown
DDInter1604,Risedronic acid,DDInter381,Cinacalcet,Unknown
DDInter1604,Risedronic acid,DDInter990,Isosorbide mononitrate,Unknown
DDInter1604,Risedronic acid,DDInter1252,Mycophenolic acid,Unknown
DDInter1604,Risedronic acid,DDInter1156,Mercaptopurine,Unknown
DDInter1604,Risedronic acid,DDInter1832,Tolterodine,Unknown
DDInter1604,Risedronic acid,DDInter1789,Thalidomide,Unknown
DDInter1604,Risedronic acid,DDInter809,Gatifloxacin,Unknown
DDInter1604,Risedronic acid,DDInter1590,Rifampicin,Unknown
DDInter1604,Risedronic acid,DDInter129,Atazanavir,Unknown
DDInter1604,Risedronic acid,DDInter1754,Tegaserod,Unknown
DDInter1604,Risedronic acid,DDInter908,Iloprost,Unknown
DDInter1604,Risedronic acid,DDInter1622,Rosuvastatin,Unknown
DDInter1604,Risedronic acid,DDInter285,Capecitabine,Unknown
DDInter1604,Risedronic acid,DDInter611,Dutasteride,Unknown
DDInter1604,Risedronic acid,DDInter1767,Terazosin,Unknown
DDInter1604,Risedronic acid,DDInter272,Calcium chloride,Unknown
DDInter1604,Risedronic acid,DDInter237,Brinzolamide,Unknown
DDInter1604,Risedronic acid,DDInter1972,Zopiclone,Unknown
DDInter1604,Risedronic acid,DDInter1046,Levetiracetam,Unknown
DDInter1604,Risedronic acid,DDInter393,Clarithromycin,Unknown
DDInter1604,Risedronic acid,DDInter118,Aripiprazole,Unknown
DDInter1604,Risedronic acid,DDInter484,Dasatinib,Unknown
DDInter1604,Risedronic acid,DDInter1919,Varenicline,Unknown
DDInter1604,Risedronic acid,DDInter1683,Sodium bicarbonate,Unknown
DDInter1604,Risedronic acid,DDInter1815,Tiotropium,Unknown
DDInter1604,Risedronic acid,DDInter13,Acenocoumarol,Unknown
DDInter1604,Risedronic acid,DDInter1906,Ursodeoxycholic acid,Unknown
DDInter1604,Risedronic acid,DDInter1912,Valganciclovir,Unknown
DDInter1604,Risedronic acid,DDInter62,Ambrisentan,Unknown
DDInter1604,Risedronic acid,DDInter46,Aliskiren,Unknown
DDInter1604,Risedronic acid,DDInter402,Clobetasol,Unknown
DDInter1604,Risedronic acid,DDInter766,Fluticasone,Unknown
DDInter48,Allopurinol,DDInter248,Bumetanide,Unknown
DDInter248,Bumetanide,DDInter454,Cyclobenzaprine,Unknown
DDInter248,Bumetanide,DDInter1231,Misoprostol,Unknown
DDInter1383,Pamidronic acid,DDInter840,Granisetron,Unknown
DDInter1968,Zoledronic acid,DDInter840,Granisetron,Unknown
DDInter48,Allopurinol,DDInter840,Granisetron,Unknown
DDInter1613,Rofecoxib,DDInter840,Granisetron,Unknown
DDInter1143,Meloxicam,DDInter840,Granisetron,Unknown
DDInter1604,Risedronic acid,DDInter840,Granisetron,Unknown
DDInter840,Granisetron,DDInter900,Ibuprofen,Unknown
DDInter840,Granisetron,DDInter1559,Rabeprazole,Unknown
DDInter1968,Zoledronic acid,DDInter1860,Triazolam,Unknown
DDInter48,Allopurinol,DDInter1860,Triazolam,Unknown
DDInter1910,Valdecoxib,DDInter1860,Triazolam,Unknown
DDInter1860,Triazolam,DDInter1231,Misoprostol,Unknown
DDInter921,Indomethacin,DDInter544,Didanosine,Unknown
DDInter1613,Rofecoxib,DDInter544,Didanosine,Unknown
DDInter1139,Mefenamic acid,DDInter544,Didanosine,Unknown
DDInter1143,Meloxicam,DDInter544,Didanosine,Unknown
DDInter544,Didanosine,DDInter900,Ibuprofen,Unknown
DDInter544,Didanosine,DDInter1559,Rabeprazole,Unknown
DDInter1383,Pamidronic acid,DDInter1342,Ondansetron,Unknown
DDInter1968,Zoledronic acid,DDInter1342,Ondansetron,Unknown
DDInter48,Allopurinol,DDInter1342,Ondansetron,Unknown
DDInter1613,Rofecoxib,DDInter1342,Ondansetron,Unknown
DDInter1478,Piroxicam,DDInter1342,Ondansetron,Unknown
DDInter386,Cisatracurium,DDInter1342,Ondansetron,Unknown
DDInter1910,Valdecoxib,DDInter1342,Ondansetron,Unknown
DDInter897,Ibandronate,DDInter1342,Ondansetron,Unknown
DDInter1612,Rocuronium,DDInter1342,Ondansetron,Unknown
DDInter1604,Risedronic acid,DDInter1342,Ondansetron,Unknown
DDInter1342,Ondansetron,DDInter1231,Misoprostol,Unknown
DDInter1342,Ondansetron,DDInter1522,Probenecid,Unknown
DDInter1342,Ondansetron,DDInter1559,Rabeprazole,Unknown
DDInter1342,Ondansetron,DDInter1349,Orphenadrine,Unknown
DDInter1342,Ondansetron,DDInter1922,Vecuronium,Unknown
DDInter1910,Valdecoxib,DDInter1801,Tiagabine,Unknown
DDInter897,Ibandronate,DDInter1801,Tiagabine,Unknown
DDInter162,Baclofen,DDInter1556,Quinidine,Unknown
DDInter1383,Pamidronic acid,DDInter1556,Quinidine,Unknown
DDInter921,Indomethacin,DDInter1556,Quinidine,Unknown
DDInter301,Carisoprodol,DDInter1556,Quinidine,Unknown
DDInter1968,Zoledronic acid,DDInter1556,Quinidine,Unknown
DDInter1172,Methocarbamol,DDInter1556,Quinidine,Unknown
DDInter48,Allopurinol,DDInter1556,Quinidine,Unknown
DDInter1254,Nabumetone,DDInter1556,Quinidine,Unknown
DDInter1613,Rofecoxib,DDInter1556,Quinidine,Unknown
DDInter1910,Valdecoxib,DDInter1556,Quinidine,Unknown
DDInter537,Diclofenac,DDInter1556,Quinidine,Unknown
DDInter42,Alendronic acid,DDInter1556,Quinidine,Unknown
DDInter897,Ibandronate,DDInter1556,Quinidine,Unknown
DDInter699,Etodolac,DDInter1556,Quinidine,Unknown
DDInter1266,Naproxen,DDInter1556,Quinidine,Unknown
DDInter1143,Meloxicam,DDInter1556,Quinidine,Unknown
DDInter1604,Risedronic acid,DDInter1556,Quinidine,Unknown
DDInter1556,Quinidine,DDInter454,Cyclobenzaprine,Unknown
DDInter1556,Quinidine,DDInter1358,Oxaprozin,Unknown
DDInter1556,Quinidine,DDInter1009,Ketoprofen,Unknown
DDInter1556,Quinidine,DDInter1522,Probenecid,Unknown
DDInter1556,Quinidine,DDInter900,Ibuprofen,Unknown
DDInter1556,Quinidine,DDInter1559,Rabeprazole,Unknown
DDInter1556,Quinidine,DDInter1349,Orphenadrine,Unknown
DDInter1968,Zoledronic acid,DDInter1971,Zonisamide,Unknown
DDInter48,Allopurinol,DDInter1971,Zonisamide,Unknown
DDInter1910,Valdecoxib,DDInter1971,Zonisamide,Unknown
DDInter1971,Zonisamide,DDInter1922,Vecuronium,Unknown
DDInter1968,Zoledronic acid,DDInter1581,Repaglinide,Unknown
DDInter48,Allopurinol,DDInter1581,Repaglinide,Unknown
DDInter897,Ibandronate,DDInter1581,Repaglinide,Unknown
DDInter1604,Risedronic acid,DDInter1581,Repaglinide,Unknown
DDInter1581,Repaglinide,DDInter1559,Rabeprazole,Unknown
DDInter162,Baclofen,DDInter60,Amantadine,Unknown
DDInter1254,Nabumetone,DDInter60,Amantadine,Unknown
DDInter336,Celecoxib,DDInter60,Amantadine,Unknown
DDInter1613,Rofecoxib,DDInter60,Amantadine,Unknown
DDInter537,Diclofenac,DDInter60,Amantadine,Unknown
DDInter1821,Tizanidine,DDInter60,Amantadine,Unknown
DDInter699,Etodolac,DDInter60,Amantadine,Unknown
DDInter1143,Meloxicam,DDInter60,Amantadine,Unknown
DDInter1604,Risedronic acid,DDInter60,Amantadine,Unknown
DDInter60,Amantadine,DDInter20,Acetylsalicylic acid,Unknown
DDInter60,Amantadine,DDInter1009,Ketoprofen,Unknown
DDInter60,Amantadine,DDInter900,Ibuprofen,Unknown
DDInter1383,Pamidronic acid,DDInter1202,Metronidazole,Unknown
DDInter1968,Zoledronic acid,DDInter1202,Metronidazole,Unknown
DDInter48,Allopurinol,DDInter1202,Metronidazole,Unknown
DDInter1254,Nabumetone,DDInter1202,Metronidazole,Unknown
DDInter1613,Rofecoxib,DDInter1202,Metronidazole,Unknown
DDInter1478,Piroxicam,DDInter1202,Metronidazole,Unknown
DDInter386,Cisatracurium,DDInter1202,Metronidazole,Unknown
DDInter1729,Sulindac,DDInter1202,Metronidazole,Unknown
DDInter897,Ibandronate,DDInter1202,Metronidazole,Unknown
DDInter1612,Rocuronium,DDInter1202,Metronidazole,Unknown
DDInter1604,Risedronic acid,DDInter1202,Metronidazole,Unknown
DDInter1202,Metronidazole,DDInter1231,Misoprostol,Unknown
DDInter1202,Metronidazole,DDInter1559,Rabeprazole,Unknown
DDInter1202,Metronidazole,DDInter1349,Orphenadrine,Unknown
DDInter1202,Metronidazole,DDInter1922,Vecuronium,Unknown
DDInter48,Allopurinol,DDInter1012,Ketotifen,Unknown
DDInter1613,Rofecoxib,DDInter1012,Ketotifen,Unknown
DDInter1143,Meloxicam,DDInter1012,Ketotifen,Unknown
DDInter1968,Zoledronic acid,DDInter251,Buprenorphine,Unknown
DDInter48,Allopurinol,DDInter251,Buprenorphine,Unknown
DDInter336,Celecoxib,DDInter251,Buprenorphine,Unknown
DDInter1478,Piroxicam,DDInter251,Buprenorphine,Unknown
DDInter537,Diclofenac,DDInter251,Buprenorphine,Unknown
DDInter1143,Meloxicam,DDInter251,Buprenorphine,Unknown
DDInter251,Buprenorphine,DDInter900,Ibuprofen,Unknown
DDInter251,Buprenorphine,DDInter1559,Rabeprazole,Unknown
DDInter251,Buprenorphine,DDInter1922,Vecuronium,Unknown
DDInter458,Cyclosporine,DDInter454,Cyclobenzaprine,Unknown
DDInter1323,Octreotide,DDInter454,Cyclobenzaprine,Unknown
DDInter771,Folic acid,DDInter454,Cyclobenzaprine,Unknown
DDInter1509,Pravastatin,DDInter454,Cyclobenzaprine,Unknown
DDInter1915,Valsartan,DDInter454,Cyclobenzaprine,Unknown
DDInter1565,Ramipril,DDInter454,Cyclobenzaprine,Unknown
DDInter749,Flunisolide,DDInter454,Cyclobenzaprine,Unknown
DDInter84,Amphetamine,DDInter454,Cyclobenzaprine,Unknown
DDInter222,Bortezomib,DDInter454,Cyclobenzaprine,Unknown
DDInter1447,Phentermine,DDInter454,Cyclobenzaprine,Unknown
DDInter743,Fluconazole,DDInter454,Cyclobenzaprine,Unknown
DDInter670,Erythromycin,DDInter454,Cyclobenzaprine,Unknown
DDInter1666,Sildenafil,DDInter454,Cyclobenzaprine,Unknown
DDInter28,Adapalene,DDInter454,Cyclobenzaprine,Unknown
DDInter1213,Midodrine,DDInter454,Cyclobenzaprine,Unknown
DDInter1388,Pantoprazole,DDInter454,Cyclobenzaprine,Unknown
DDInter1836,Torasemide,DDInter454,Cyclobenzaprine,Unknown
DDInter627,Eletriptan,DDInter454,Cyclobenzaprine,Unknown
DDInter1247,Moxifloxacin,DDInter454,Cyclobenzaprine,Unknown
DDInter825,Glimepiride,DDInter454,Cyclobenzaprine,Unknown
DDInter917,Indinavir,DDInter454,Cyclobenzaprine,Unknown
DDInter1098,Lovastatin,DDInter454,Cyclobenzaprine,Unknown
DDInter1158,Mesalazine,DDInter454,Cyclobenzaprine,Unknown
DDInter475,Dapsone,DDInter454,Cyclobenzaprine,Unknown
DDInter598,Doxycycline,DDInter454,Cyclobenzaprine,Unknown
DDInter993,Isradipine,DDInter454,Cyclobenzaprine,Unknown
DDInter1066,Lidocaine,DDInter454,Cyclobenzaprine,Unknown
DDInter1383,Pamidronic acid,DDInter454,Cyclobenzaprine,Unknown
DDInter132,Atomoxetine,DDInter454,Cyclobenzaprine,Unknown
DDInter1969,Zolmitriptan,DDInter454,Cyclobenzaprine,Unknown
DDInter810,Gefitinib,DDInter454,Cyclobenzaprine,Unknown
DDInter921,Indomethacin,DDInter454,Cyclobenzaprine,Unknown
DDInter1164,Metformin,DDInter454,Cyclobenzaprine,Unknown
DDInter1468,Pimecrolimus,DDInter454,Cyclobenzaprine,Unknown
DDInter1340,Omeprazole,DDInter454,Cyclobenzaprine,Unknown
DDInter1939,Vinorelbine,DDInter454,Cyclobenzaprine,Unknown
DDInter1717,Sucralfate,DDInter454,Cyclobenzaprine,Unknown
DDInter1061,Levonorgestrel,DDInter454,Cyclobenzaprine,Unknown
DDInter1809,Timolol,DDInter454,Cyclobenzaprine,Unknown
DDInter1382,Palonosetron,DDInter454,Cyclobenzaprine,Unknown
DDInter554,Digoxin,DDInter454,Cyclobenzaprine,Unknown
DDInter1529,Progesterone,DDInter454,Cyclobenzaprine,Unknown
DDInter1702,Sorafenib,DDInter454,Cyclobenzaprine,Unknown
DDInter1968,Zoledronic acid,DDInter454,Cyclobenzaprine,Unknown
DDInter1298,Nisoldipine,DDInter454,Cyclobenzaprine,Unknown
DDInter1621,Rosiglitazone,DDInter454,Cyclobenzaprine,Unknown
DDInter1707,Spironolactone,DDInter454,Cyclobenzaprine,Unknown
DDInter1189,Methylphenidate,DDInter454,Cyclobenzaprine,Unknown
DDInter1172,Methocarbamol,DDInter454,Cyclobenzaprine,Unknown
DDInter711,Famciclovir,DDInter454,Cyclobenzaprine,Unknown
DDInter48,Allopurinol,DDInter454,Cyclobenzaprine,Unknown
DDInter1874,Trimethoprim,DDInter454,Cyclobenzaprine,Unknown
DDInter811,Gemcitabine,DDInter454,Cyclobenzaprine,Unknown
DDInter1022,Lansoprazole,DDInter454,Cyclobenzaprine,Unknown
DDInter1091,Loratadine,DDInter454,Cyclobenzaprine,Unknown
DDInter1254,Nabumetone,DDInter454,Cyclobenzaprine,Unknown
DDInter1010,Ketorolac,DDInter454,Cyclobenzaprine,Unknown
DDInter1242,Montelukast,DDInter454,Cyclobenzaprine,Unknown
DDInter1035,Lenalidomide,DDInter454,Cyclobenzaprine,Unknown
DDInter1562,Raloxifene,DDInter454,Cyclobenzaprine,Unknown
DDInter781,Fosinopril,DDInter454,Cyclobenzaprine,Unknown
DDInter1961,Zidovudine,DDInter454,Cyclobenzaprine,Unknown
DDInter1607,Ritonavir,DDInter454,Cyclobenzaprine,Unknown
DDInter1916,Vancomycin,DDInter454,Cyclobenzaprine,Unknown
DDInter387,Cisplatin,DDInter454,Cyclobenzaprine,Unknown
DDInter1199,Metolazone,DDInter454,Cyclobenzaprine,Unknown
DDInter1355,Oxaliplatin,DDInter454,Cyclobenzaprine,Unknown
DDInter456,Cyclophosphamide,DDInter454,Cyclobenzaprine,Unknown
DDInter1613,Rofecoxib,DDInter454,Cyclobenzaprine,Unknown
DDInter315,Cefdinir,DDInter454,Cyclobenzaprine,Unknown
DDInter757,Fluorouracil,DDInter454,Cyclobenzaprine,Unknown
DDInter1955,Zafirlukast,DDInter454,Cyclobenzaprine,Unknown
DDInter1478,Piroxicam,DDInter454,Cyclobenzaprine,Unknown
DDInter223,Bosentan,DDInter454,Cyclobenzaprine,Unknown
DDInter1174,Methotrexate,DDInter454,Cyclobenzaprine,Unknown
DDInter1908,Valaciclovir,DDInter454,Cyclobenzaprine,Unknown
DDInter1910,Valdecoxib,DDInter454,Cyclobenzaprine,Unknown
DDInter1018,Lactulose,DDInter454,Cyclobenzaprine,Unknown
DDInter638,Enalapril,DDInter454,Cyclobenzaprine,Unknown
DDInter1309,Nizatidine,DDInter454,Cyclobenzaprine,Unknown
DDInter537,Diclofenac,DDInter454,Cyclobenzaprine,Unknown
DDInter592,Doxazosin,DDInter454,Cyclobenzaprine,Unknown
DDInter1729,Sulindac,DDInter454,Cyclobenzaprine,Unknown
DDInter1855,Triamcinolone,DDInter454,Cyclobenzaprine,Unknown
DDInter1775,Testosterone,DDInter454,Cyclobenzaprine,Unknown
DDInter624,Efavirenz,DDInter454,Cyclobenzaprine,Unknown
DDInter1515,Prednisone,DDInter454,Cyclobenzaprine,Unknown
DDInter1675,Simvastatin,DDInter454,Cyclobenzaprine,Unknown
DDInter1414,Pemetrexed,DDInter454,Cyclobenzaprine,Unknown
DDInter1318,Nystatin,DDInter454,Cyclobenzaprine,Unknown
DDInter1710,Stavudine,DDInter454,Cyclobenzaprine,Unknown
DDInter1028,Latanoprost,DDInter454,Cyclobenzaprine,Unknown
DDInter1663,Sevelamer,DDInter454,Cyclobenzaprine,Unknown
DDInter1730,Sumatriptan,DDInter454,Cyclobenzaprine,Unknown
DDInter1744,Tamoxifen,DDInter454,Cyclobenzaprine,Unknown
DDInter1095,Losartan,DDInter454,Cyclobenzaprine,Unknown
DDInter1951,Warfarin,DDInter454,Cyclobenzaprine,Unknown
DDInter1822,Tobramycin,DDInter454,Cyclobenzaprine,Unknown
DDInter1237,Moexipril,DDInter454,Cyclobenzaprine,Unknown
DDInter790,Furosemide,DDInter454,Cyclobenzaprine,Unknown
DDInter1303,Nitrofurantoin,DDInter454,Cyclobenzaprine,Unknown
DDInter1019,Lamivudine,DDInter454,Cyclobenzaprine,Unknown
DDInter897,Ibandronate,DDInter454,Cyclobenzaprine,Unknown
DDInter1079,Lisinopril,DDInter454,Cyclobenzaprine,Unknown
DDInter913,Imiquimod,DDInter454,Cyclobenzaprine,Unknown
DDInter1304,Nitroglycerin,DDInter454,Cyclobenzaprine,Unknown
DDInter1269,Nateglinide,DDInter454,Cyclobenzaprine,Unknown
DDInter885,Hydrocortisone,DDInter454,Cyclobenzaprine,Unknown
DDInter699,Etodolac,DDInter454,Cyclobenzaprine,Unknown
DDInter1853,Tretinoin,DDInter454,Cyclobenzaprine,Unknown
DDInter581,Dolasetron,DDInter454,Cyclobenzaprine,Unknown
DDInter1783,Tetracycline,DDInter454,Cyclobenzaprine,Unknown
DDInter973,Irinotecan,DDInter454,Cyclobenzaprine,Unknown
DDInter702,Etoposide,DDInter454,Cyclobenzaprine,Unknown
DDInter1139,Mefenamic acid,DDInter454,Cyclobenzaprine,Unknown
DDInter1725,Sulfasalazine,DDInter454,Cyclobenzaprine,Unknown
DDInter815,Gentamicin,DDInter454,Cyclobenzaprine,Unknown
DDInter1748,Tazarotene,DDInter454,Cyclobenzaprine,Unknown
DDInter1426,Pentoxifylline,DDInter454,Cyclobenzaprine,Unknown
DDInter1587,Ribavirin,DDInter454,Cyclobenzaprine,Unknown
DDInter1143,Meloxicam,DDInter454,Cyclobenzaprine,Unknown
DDInter1538,Propofol,DDInter454,Cyclobenzaprine,Unknown
DDInter1736,Tadalafil,DDInter454,Cyclobenzaprine,Unknown
DDInter576,Disulfiram,DDInter454,Cyclobenzaprine,Unknown
DDInter1762,Temozolomide,DDInter454,Cyclobenzaprine,Unknown
DDInter1768,Terbinafine,DDInter454,Cyclobenzaprine,Unknown
DDInter1513,Prednisolone,DDInter454,Cyclobenzaprine,Unknown
DDInter1918,Vardenafil,DDInter454,Cyclobenzaprine,Unknown
DDInter1568,Ranitidine,DDInter454,Cyclobenzaprine,Unknown
DDInter1554,Quinapril,DDInter454,Cyclobenzaprine,Unknown
DDInter989,Isosorbide dinitrate,DDInter454,Cyclobenzaprine,Unknown
DDInter1604,Risedronic acid,DDInter454,Cyclobenzaprine,Unknown
DDInter840,Granisetron,DDInter454,Cyclobenzaprine,Unknown
DDInter544,Didanosine,DDInter454,Cyclobenzaprine,Unknown
DDInter1342,Ondansetron,DDInter454,Cyclobenzaprine,Unknown
DDInter207,Bimatoprost,DDInter454,Cyclobenzaprine,Unknown
DDInter1581,Repaglinide,DDInter454,Cyclobenzaprine,Unknown
DDInter1202,Metronidazole,DDInter454,Cyclobenzaprine,Unknown
DDInter49,Almotriptan,DDInter454,Cyclobenzaprine,Unknown
DDInter454,Cyclobenzaprine,DDInter712,Famotidine,Unknown
DDInter454,Cyclobenzaprine,DDInter1231,Misoprostol,Unknown
DDInter454,Cyclobenzaprine,DDInter1635,Salmeterol,Unknown
DDInter454,Cyclobenzaprine,DDInter789,Fulvestrant,Unknown
DDInter454,Cyclobenzaprine,DDInter732,Fexofenadine,Unknown
DDInter454,Cyclobenzaprine,DDInter986,Isoniazid,Unknown
DDInter454,Cyclobenzaprine,DDInter1267,Naratriptan,Unknown
DDInter454,Cyclobenzaprine,DDInter1611,Rizatriptan,Unknown
DDInter454,Cyclobenzaprine,DDInter298,Carboplatin,Unknown
DDInter454,Cyclobenzaprine,DDInter1191,Methylprednisolone,Unknown
DDInter454,Cyclobenzaprine,DDInter506,Desloratadine,Unknown
DDInter454,Cyclobenzaprine,DDInter1655,Selenium Sulfide,Unknown
DDInter454,Cyclobenzaprine,DDInter707,Ezetimibe,Unknown
DDInter454,Cyclobenzaprine,DDInter1758,Telithromycin,Unknown
DDInter454,Cyclobenzaprine,DDInter776,Formoterol,Unknown
DDInter454,Cyclobenzaprine,DDInter705,Exemestane,Unknown
DDInter454,Cyclobenzaprine,DDInter1358,Oxaprozin,Unknown
DDInter454,Cyclobenzaprine,DDInter1277,Neomycin,Unknown
DDInter454,Cyclobenzaprine,DDInter883,Hydrochlorothiazide,Unknown
DDInter454,Cyclobenzaprine,DDInter1040,Letrozole,Unknown
DDInter454,Cyclobenzaprine,DDInter1009,Ketoprofen,Unknown
